"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"65.21",0,0,0,1.99,0,0,2.15,1.49,0,1.49,2.15,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.48,0,0,0,0.5,1.49,0,0,0,0,0.17,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.54,0,0,0,0,0,0.33,0,0,0,0,0.33,1.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,1.33,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.33,0,0,0,0,0,0,0,3.15,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.5,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.33,0.33,0.33,0.17,0,0,0,0,0,0.83,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.66,0,0.17,0,0,0.5,0,0,0,0,0,0,0.33,0,0.17,0,0,0,0,0,0,6.46,0,0,0,0
"66.11",0,0,0,0,0,0,24.46,0,0,0,15.07,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,0.67,0,0,0,0,0.17,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,1.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,4.69,0,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.17,1.84,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,7.13,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,1.43,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83,1.02,0,0,3.87,0.2,0,0,0,0.61,0,0,1.83,0,1.02,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65,0,0,0,0,0.61,0,0,0,0,0,0.81,0.41,0,0,1.02,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,2.65,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,0,0,0,0,0.2,0,0,2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,1.43,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0
"8.21",0,0,0,0,0,0,2.38,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,1.87,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.17,0,0,0,0,1.87,0,0.17,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,1.7,9.2,0,0,0,0.34,0,0,0,0,4.26,0,0,0,0,0.34,0,0,0,0,0,0,7.84,3.41,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,3.07,0,0.34,5.96,0,0,0,0,0,0,0.17,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0.34,0,0.51,0,0,0,0,0.51,0,0,0,0.17,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,28.28,0,0.17,0.17,0
"80.11",0,0,0,0.31,0,0,2.44,0,0,0,8.84,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.76,0.15,0,1.68,0,0,0,0,0.15,0,3.66,0,0,1.52,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.15,1.37,0.15,0,0,0,1.37,2.59,0,3.66,0.92,0.46,0.15,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0,1.37,12.35,4.88,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1.37,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,8.84,0,0,2.29,0,0,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0.31,0,0,0,0.61,0,2.29,0,0,0,0,0,0,0,0,0,0.31,1.98,0.46,0,0,0,0,0,0.31,0,0,0,0,0,0,0,5.64,0,1.83,3.2,0
"81.21",0,0,0,0.33,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.5,0.33,0,2.51,0,0,0,0,0,0,0.84,0,0,1.17,0,0.17,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.84,0.84,0,0,0,0.84,0.17,0,0,0,0.17,0,0,0,0.5,0,0,0,0,0,0,0,4.85,1.5,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,3.01,9.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,4.18,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.33,0.17,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.33,3.01,1.17,0,0,0,0,0.17,1.84,0,0,0,0.5,0,0,0,2.01,0,7.53,6.02,0
"82.11",0,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.66,0,0,0,0,0,0,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,2.64,0,0,0,0,2.81,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,3.8,0.82,0,0,0,1.15,0,0,0,0,3.96,0,0,0,0,1.49,0,0,0,0,0,0,11.39,3.46,0,0,1.49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.66,2.97,9.41,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,8.25,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0.17,0,0,1.32,0,0.33,0,0,0,0,0.5,0.99,0,0,0,0,0,0,0,0.33,0,7.59,3.8,0
"83.11",0,0,0,0,0,0,11.86,0,0,0,17.53,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0.69,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,1.03,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,2.06,6.7,0,0,1.03,0.17,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,2.92,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0.69,0.34,0.17,0,0.34,1.72,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.17,0.34,0,0,0,0,0,0,0,2.58,0,0,0.17,0
"86.11",0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,1.18,0,0,0,0,0.67,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,3.36,0,0,0,0,0,5.04,0,0,0,0.34,0,0,0,0,2.69,0,0,0,0,3.03,0,0,0.34,0.34,0,0,12.6,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,3.7,0,0,0,0,0,0,0.17,0.34,0,0.84,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.84,0,0.84,0,0,0,0,0,0,0.84,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,4.03,1.51,0
"87.21",0,0,0,0,0,0,2.43,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.81,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,1.46,0,0,0,0,0,0,0.65,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0.32,0,3.89,1.78,0,0,0,2.76,2.11,0,0,0,6.64,0,0,0,0.97,0,0,0,0,0.16,0,0,6,3.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,5.67,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,0,0,0.81,0.16,0.16,0,0,0,0,0.32,2.59,0,0,0,0,0,0,0,0.81,0,0.32,0.16,0
"88.21",0,0,0,0,0,0,12.38,0.5,0,0,22.91,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,11.87,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.33,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.33,0,0,0,0,0,0,0,0.67,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.33,0,0,0,0,0,0,0,0.17,0,0,3.68,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.17,0,0,0,0
"89.11",0,0,0,8.4,0,0,5.83,0,0,3.43,7.03,0,0,0,0,1.72,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,1.2,0,0,3.77,0,0,0,0,0,0,0.51,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0.34,0,0,0,18.52,0,1.54,0,0,0.69,0,0,0,0,0,1.03,0.34,0,0,0,0,0.17,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,1.03,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.17,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,1.89,0,0,0,0,0,0,0.51,4.63,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,1.03,1.03,0,0,0,0.34,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,2.74,0,0,0,0
"9.11",0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0.83,0,0,0,0,0.5,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.65,0,0,0.83,0,6.94,3.31,0,0,0,2.48,0.83,0,0,0,3.31,0,0,0,0,2.15,0,0,0,0,0,0,7.27,2.48,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,7.6,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.32,0,0,0,0,0.83,0,0,0,0,0.17,0,0.17,6.12,0,0,0,0,0,0.17,2.48,0,0,0,0,0,0,0,5.78,0,9.26,2.48,0
"ACH1",0,0,0.19,0.19,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,2.72,0.39,0,0,0,0,0,0,0,3.31,0.19,0.39,0,3.7,0,0,0,0,7.2,0,0,0,0,3.89,0.39,0,0,0,2.72,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.19,0,0.78,0.39,0,0.19,0.19,0,2.92,0,0.19,0.19,0,0.19,0.58,0,0.19,0,0,0,0,0,0,0,0,0,0,4.47,0.39,0,0,1.75,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0.19,0,14.01,4.67,0,0,0,0,0,0,0,0,0,0.58,0,0,0.39,0,0,0.19,0,0,0,0,0,0,0,1.36,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0.19,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,1.95,0,1.36,0.39,0,0.19,0,0.58,0,0.19,0.19,0,0,0,0,0,0,0.39,0.19,0,0.39,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,5.45,0,0,5.45,0.97
"ARR1",0.75,0.37,0.56,17.76,0,0,0.19,0,0,0.37,1.12,0,0.94,0,0,0,0,0,0.37,0,0.19,0.56,0.37,0,0,0.75,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71,0,0,0,1.87,0,0,0,0.94,1.5,0,0,0,0,0.56,0,0,0,0,3.18,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,1.31,0,0.56,0.37,0,1.31,1.5,0,0.19,0.94,0,0.75,0,0,0,0.19,0.19,0.37,0,0,0,0.19,0,0,0,0,0,0,0.19,0,4.67,0.56,0.56,0,0.56,0,0.19,0.19,0,0.56,0,0,0,0,0,0,0,0,3.36,0,2.06,0,0,0,0,0,0,0.37,0.19,8.04,0.19,0.19,0,0.19,0,0,0.19,0,0,0.19,0,0,0.19,0.37,0,0,0.56,0,0,0,0,0,0,0,0.37,0,0.19,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.94,0.19,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0.19,0,0.19,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,1.5,0,0,6.73,0,0,0.19,0.56
"ARTH1",0.29,0.44,0.15,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.87,0,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,0,0,3.49,0,0,0,1.02,0,0,0,1.16,0,0.29,0,0.15,0,0,0,1.16,0,0,0.29,0,0,0.29,0,0,0,1.31,0,4.66,0.58,0,0,0.29,0.15,0,3.93,1.02,0,0,0,0.44,1.02,0,0.15,0,0,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.44,0,0.44,0.15,0,0,0,0,0,0,0,0.29,0,0,5.09,0,2.18,0,0.87,0,0,0,0,0,1.16,0,0,2.04,0,0,0.44,0.29,0,0.15,0.87,0,0,0,0,0,0.73,0,0.44,0,0,0,0,0.58,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.15,0,0.15,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0.15,0,0,0,0.29,0.29,0,1.16,0,0,0,10.92
"BARE1",0,2.87,0,20.44,0,0,0,0,0,0,0,0.17,0,0,0,0,0.17,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0.68,2.87,0,0,0,0,0,0,1.01,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.68,0,0,0,7.77,0,0,0,0.34,0,0,0,1.18,0,0.17,0,0.17,0,0,0,0.17,0,0.34,1.69,0,0.17,1.35,0,0,0,0.17,0,7.09,0,0,0,0,1.01,0,19.76,0,0,0,0.17,0.17,0.51,0,0.17,0,0,0.17,0,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0.17,0.34,0,6.08,0.34,0.51,0,0,0,0,0,0.34,0,0.17,0.17,0,0,0.34,0.17,0,0,2.7,0,0,0,0,0,0.34,0,0,0,0.17,0,0,0.68,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.34,0,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0.17,0,0,0,0.17,0.85,0,2.03,0,0,0,0
"BARL1",0,0.18,1.06,14.84,0,0,0.18,0,0,0,1.77,0,0,1.06,0,0,0.35,0,1.06,0,0.71,0,0,0,0,1.24,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0.53,0,0,0,1.06,0,0,0,0,0,0.18,2.12,0,0,0,4.95,0,0.71,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0.18,0.18,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.18,0.18,0,0,0,0,0,0,0.71,0,0,0,4.77,0,0,6.18,0,13.25,0,0.88,0,0,0,0,0,0.18,0,0,0.53,1.24,0,0.53,0,0,0,0,0,0,0,0,0,0,2.12,0,0,1.59,0,0,0,1.41,0,0,0,0.18,0.18,0.35,0,0.18,0,0,0.18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.71,0,0,0.35,0,0.18,0,0,0,0,0,0,1.24,0.71,0.35,0.18,0,0,0,0,0,0,2.47,1.94,0,0,0,0,0,0,0,0,0,0,0.35,0.18,0,0,0,0.18,0,0.35,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.35,0
"BER1",0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,14.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,1.03,0.62,0,7.04,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,1.03,0,27.95,0.21,0.83,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.03,4.14,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.21,0,0.21,0,3.11,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0
